cardmarket_product_id,idMetacard,cardmarket_product_name,matched_collector_number,matched_card_name,matched_rarity,matched_finish,numbered_identity_status,finish_status,treatment_status,mapping_status,mapping_confidence,mapping_method,mapping_evidence,notes,price_low,price_trend,price_avg1,price_avg7,price_avg30,price_low_holo,price_trend_holo,price_avg1_holo,price_avg7_holo,price_avg30_holo,candidate_count,candidate_numbers,detected_treatment,source_expansion_id,target_expansion_id
719502,421139,Poliwag [Bubble | 151],060,Poliwag,Common,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_and_attack_signature,name_signature=poliwag; attack_signature=bubble; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.02,0.06,0.04,0.49,0.1,1.38,0.45,1.04,1.19,1,060,,5328,5328
719503,421140,Poliwhirl [Wave Splash | Frog Hop],,,,,AMBIGUOUS,UNKNOWN,UNKNOWN,AMBIGUOUS,LOW,exact_name_and_attack_signature,name_signature=poliwhirl; attack_signature=wave splash | frog hop; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.05,0.04,0.08,0.07,0.04,0.21,0.15,0.26,1.57,2,"061,176",,5328,5328
719504,421141,Poliwrath [Bubble Beam | Heroic Punch],062,Poliwrath,Uncommon,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_and_attack_signature,name_signature=poliwrath; attack_signature=bubble beam | heroic punch; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.13,0.27,0.11,0.09,0.05,2.21,0.46,1.62,2.47,1,062,,5328,5328
719505,421142,Abra [Psyshot],063,Abra,Common,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_and_attack_signature,name_signature=abra; attack_signature=psyshot; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.03,0.07,0.04,0.06,0.02,1.57,0.2,1.43,1.04,1,063,,5328,5328
719506,421143,Kadabra [Teleportation Attack],064,Kadabra,Uncommon,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_and_attack_signature,name_signature=kadabra; attack_signature=teleportation attack; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.03,0.04,0.07,0.09,0.02,1.71,0.15,1.28,1.23,1,064,,5328,5328
719507,421144,Alakazam ex [Mind Jack | Dimensional Hand],,,,,AMBIGUOUS,UNKNOWN,UNKNOWN,AMBIGUOUS,LOW,exact_name_and_attack_signature,name_signature=alakazam ex; attack_signature=mind jack | dimensional hand; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.46,0.54,0.46,0.37,,0,,,,3,"065,188,201",,5328,5328
719508,421145,Machop [Mountain Mashing | Punch],066,Machop,Common,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_and_attack_signature,name_signature=machop; attack_signature=mountain mashing | punch; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.11,0.05,0.11,0.07,0.05,2.07,0.99,2,0.9,1,066,,5328,5328
719509,421146,Machoke [Mountain Ramming],,,,,AMBIGUOUS,UNKNOWN,UNKNOWN,AMBIGUOUS,LOW,exact_name_and_attack_signature,name_signature=machoke; attack_signature=mountain ramming; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.15,0.06,0.05,0.35,0.19,3.62,0.5,3.43,2.13,2,"067,177",,5328,5328
719510,421147,Machamp [Guts | Mountain Chopping],068,Machamp,Rare,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_only,name_signature=machamp; attack_signature=guts | mountain chopping; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.03,2.8,1.16,0.58,0.02,1.37,0.65,0.81,1.33,1,068,,5328,5328
719511,421148,Bellsprout [Cut | Bind Down],069,Bellsprout,Common,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_and_attack_signature,name_signature=bellsprout; attack_signature=cut | bind down; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.02,0.14,0.05,0.15,0.05,1.76,0.3,1.42,1.32,1,069,,5328,5328
719512,421149,Weepinbell [Cut | Spray Fluid],070,Weepinbell,Common,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_and_attack_signature,name_signature=weepinbell; attack_signature=cut | spray fluid; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.07,0.05,0.04,0.08,0.04,1.96,0.2,2.37,1.21,1,070,,5328,5328
719513,421150,Victreebel [Spit Up | Slow-Acting Acid],071,Victreebel,Uncommon,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_and_attack_signature,name_signature=victreebel; attack_signature=spit up | slow acting acid; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.02,0.16,0.09,0.5,0.1,1.87,0.5,2.66,1.62,1,071,,5328,5328
719514,421151,Tentacool [Tingle | Watering],072,Tentacool,Common,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_and_attack_signature,name_signature=tentacool; attack_signature=tingle | watering; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.21,0.1,0.38,0.14,0.1,1.07,0.4,0.9,1.32,1,072,,5328,5328
719515,421152,Tentacruel [Poisonous Whip | Tentacular Panic],073,Tentacruel,Uncommon,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_and_attack_signature,name_signature=tentacruel; attack_signature=poisonous whip | tentacular panic; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.22,0.15,0.09,0.38,0.08,3.71,0.75,3.05,1.79,1,073,,5328,5328
719516,421153,Geodude [Stiffen | Knuckle Punch],074,Geodude,Common,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_and_attack_signature,name_signature=geodude; attack_signature=stiffen | knuckle punch; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.02,0.13,0.11,0.91,0.02,1.14,0.58,1.15,0.65,1,074,,5328,5328
719517,421154,Graveler [Rock Cannon | Heavy Impact],075,Graveler,Uncommon,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_and_attack_signature,name_signature=graveler; attack_signature=rock cannon | heavy impact; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.06,0.19,0.11,0.17,0.02,0.38,0.15,0.33,0.47,1,075,,5328,5328
719518,421155,Golem ex [Dynamic Roll | Rock Blaster],,,,,AMBIGUOUS,UNKNOWN,UNKNOWN,AMBIGUOUS,LOW,exact_name_and_attack_signature,name_signature=golem ex; attack_signature=dynamic roll | rock blaster; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.26,0.44,0.27,0.32,,0,,,,2,"076,189",,5328,5328
719519,421156,Ponyta [Collect | Flop],077,Ponyta,Common,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_and_attack_signature,name_signature=ponyta; attack_signature=collect | flop; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.05,0.05,0.05,0.05,0.15,2.63,0.5,0.75,2.21,1,077,,5328,5328
719520,421157,Rapidash [Singe | Mach Turn],078,Rapidash,Uncommon,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_and_attack_signature,name_signature=rapidash; attack_signature=singe | mach turn; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.09,0.38,0.13,0.1,0.4,4.41,1.2,4.51,2.12,1,078,,5328,5328
719521,421158,Slowpoke [Sea Bathing | Headbutt],079,Slowpoke,Common,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_and_attack_signature,name_signature=slowpoke; attack_signature=sea bathing | headbutt; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.17,0.19,0.12,0.11,0.14,0.65,0.95,1.24,1.98,1,079,,5328,5328
719522,421159,Slowbro [Big Yawn | Laid-Back Tackle],080,Slowbro,Uncommon,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_and_attack_signature,name_signature=slowbro; attack_signature=big yawn | laid back tackle; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.56,1.71,0.53,1.03,0.02,3.2,0.5,2.96,2.13,1,080,,5328,5328
719523,421160,Magnemite [Tiny Charge | Big Explosion],081,Magnemite,Common,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_and_attack_signature,name_signature=magnemite; attack_signature=tiny charge | big explosion; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.05,0.05,0.06,0.07,0.19,4.79,6.25,4.7,1.89,1,081,,5328,5328
719524,421161,Magneton [Junk Magnet | Head Bolt],082,Magneton,Uncommon,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_and_attack_signature,name_signature=magneton; attack_signature=junk magnet | head bolt; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.02,0.06,0.05,0.09,0.05,2.15,0.5,2.91,1.29,1,082,,5328,5328
719525,421162,Farfetch'd [Package Deal | Leek Clobber],083,Farfetch’d,Common,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_and_attack_signature,name_signature=farfetch d; attack_signature=package deal | leek clobber; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.04,0.05,0.04,0.08,0.02,1.85,0.99,2.42,2.5,1,083,,5328,5328
719526,421163,Doduo [Reckless Charge],084,Doduo,Common,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_and_attack_signature,name_signature=doduo; attack_signature=reckless charge; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.04,0.06,0.05,0.06,0.02,0.94,0.19,1.69,0.9,1,084,,5328,5328
719527,421164,Dodrio [Zooming Draw | Ballistic Beak],085,Dodrio,Rare,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_only,name_signature=dodrio; attack_signature=zooming draw | ballistic beak; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.87,0.13,1.63,0.54,0.02,0.77,3.33,1.28,1.43,1,085,,5328,5328
719528,421165,Seel [Chilly],086,Seel,Common,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_and_attack_signature,name_signature=seel; attack_signature=chilly; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.05,0.1,0.05,0.05,0.12,1.7,0.99,2.36,1.91,1,086,,5328,5328
719529,421166,Dewgong [Dual Splash | Aurora Beam],087,Dewgong,Uncommon,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_and_attack_signature,name_signature=dewgong; attack_signature=dual splash | aurora beam; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.04,0.08,0.07,0.14,0.02,3.24,0.5,2.55,1.69,1,087,,5328,5328
719530,421167,Grimer [Gummy Press],088,Grimer,Common,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_and_attack_signature,name_signature=grimer; attack_signature=gummy press; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.05,0.15,0.07,0.07,0.14,4.86,0.4,5.22,1.83,1,088,,5328,5328
719531,421168,Muk [Sticky Jail | Sludge Bomb],089,Muk,Uncommon,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_and_attack_signature,name_signature=muk; attack_signature=sticky jail | sludge bomb; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.45,0.1,1.39,0.8,0.15,3.85,1.16,1.54,2.11,1,089,,5328,5328
719543,421169,Shellder [Shell Press],090,Shellder,Common,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_and_attack_signature,name_signature=shellder; attack_signature=shell press; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.02,0.08,0.05,0.86,0.05,2.36,0.5,2.8,1.58,1,090,,5328,5328
719544,421170,Cloyster [Protect Charge],091,Cloyster,Uncommon,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_and_attack_signature,name_signature=cloyster; attack_signature=protect charge; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.09,0.35,0.12,0.08,0.02,2.7,0.9,3.57,2.63,1,091,,5328,5328
719545,421171,Gastly [Suffocating Gas],092,Gastly,Common,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_and_attack_signature,name_signature=gastly; attack_signature=suffocating gas; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.02,0.1,0.08,0.38,0.4,4.33,0.95,3.84,3.14,1,092,,5328,5328
719546,421172,Haunter [Spirit Return | Mumble],093,Haunter,Uncommon,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_only,name_signature=haunter; attack_signature=spirit return | mumble; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.02,0.12,2.14,1.87,0.02,0.3,1.5,1.73,5.36,1,093,,5328,5328
719547,421173,Gengar [Poltergeist | Hollow Dive],094,Gengar,Rare,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_and_attack_signature,name_signature=gengar; attack_signature=poltergeist | hollow dive; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,1.41,1.92,1.87,3,0.1,38.42,1.4,44.66,18.02,1,094,,5328,5328
719548,421174,Onix [Thumpalanche | Heavy Impact],095,Onix,Uncommon,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_and_attack_signature,name_signature=onix; attack_signature=thumpalanche | heavy impact; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.06,0.08,0.04,0.08,0.02,1.2,0.55,0.25,1.21,1,095,,5328,5328
719549,421175,Drowzee [Zen Headbutt],096,Drowzee,Common,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_and_attack_signature,name_signature=drowzee; attack_signature=zen headbutt; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.06,0.1,0.06,0.08,0.15,2.21,0.4,1.77,1.19,1,096,,5328,5328
719550,421176,Hypno [Here for Hypnosis | Super Psy Bolt],097,Hypno,Uncommon,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_only,name_signature=hypno; attack_signature=here for hypnosis | super psy bolt; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.1,0.06,0.15,0.11,0.02,1.98,1.12,0.82,1.34,1,097,,5328,5328
719551,421177,Krabby [Salt Water | Crabhammer],098,Krabby,Common,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_and_attack_signature,name_signature=krabby; attack_signature=salt water | crabhammer; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.15,0.1,0.26,0.18,0.1,1.87,0.45,1.24,1.15,1,098,,5328,5328
719552,421178,Kingler [Hammer Arm | Guillotine],099,Kingler,Uncommon,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_and_attack_signature,name_signature=kingler; attack_signature=hammer arm | guillotine; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.19,0.43,0.21,0.15,0.25,2.58,0.5,3.52,1.77,1,099,,5328,5328
719553,421179,Voltorb [Tumbling Attack],100,Voltorb,Common,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_and_attack_signature,name_signature=voltorb; attack_signature=tumbling attack; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.07,0.1,0.07,0.06,0.02,0.95,0.15,0.88,0.74,1,100,,5328,5328
719554,421180,Electrode [Bang Boom Chain | Electro Ball],101,Electrode,Rare,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_and_attack_signature,name_signature=electrode; attack_signature=bang boom chain | electro ball; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.28,1.25,0.34,0.12,0.02,1.54,2.13,1.75,1.41,1,101,,5328,5328
719555,421181,Exeggcute [Ball Roll],102,Exeggcute,Common,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_and_attack_signature,name_signature=exeggcute; attack_signature=ball roll; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.07,0.05,0.12,0.06,0.1,3.56,0.9,2.09,2,1,102,,5328,5328
719556,421182,Exeggutor [Psychic | Hammer In],103,Exeggutor,Uncommon,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_and_attack_signature,name_signature=exeggutor; attack_signature=psychic | hammer in; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.13,0.1,0.14,0.12,0.07,3.09,1.5,3.66,1.94,1,103,,5328,5328
719557,421183,Cubone [Cheering Bone | Hit Twice],104,Cubone,Common,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_only,name_signature=cubone; attack_signature=cheering bone | hit twice; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.27,0.08,0.08,0.43,0.03,2.81,0.35,1.45,2.38,1,104,,5328,5328
719558,421184,Marowak [Bone Throw | Boundless Power],105,Marowak,Rare,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_and_attack_signature,name_signature=marowak; attack_signature=bone throw | boundless power; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.08,0.1,0.09,0.12,0.02,3.33,0.35,3.66,2.1,1,105,,5328,5328
719559,421185,Hitmonlee [Twister Kick | Low Kick],106,Hitmonlee,Uncommon,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_and_attack_signature,name_signature=hitmonlee; attack_signature=twister kick | low kick; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.08,0.08,0.09,0.08,0.02,2.99,0.94,3.01,2.2,1,106,,5328,5328
719560,421186,Hitmonchan [Counterattack | Excited Punch],107,Hitmonchan,Uncommon,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_only,name_signature=hitmonchan; attack_signature=counterattack | excited punch; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.1,0.13,0.15,0.09,0.3,4.06,0.99,4.07,1.94,1,107,,5328,5328
719561,421187,Lickitung [Tongue-Tied],108,Lickitung,Common,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_and_attack_signature,name_signature=lickitung; attack_signature=tongue tied; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.03,0.2,0.1,0.1,0.02,3.43,0.2,2.5,1.27,1,108,,5328,5328
719562,421188,Koffing [Suspicious Gas],109,Koffing,Common,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_and_attack_signature,name_signature=koffing; attack_signature=suspicious gas; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.07,0.1,0.06,0.08,0.1,6.8,0.49,6.12,1.79,1,109,,5328,5328
719563,421189,Weezing [Let's Have a Blast | Spinning Fumes],110,Weezing,Rare,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_only,name_signature=weezing; attack_signature=let s have a blast | spinning fumes; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.62,0.13,1.59,0.42,0.02,7.12,0.49,8.52,2.76,1,110,,5328,5328
719564,421190,Rhyhorn [Push Down | Boulder Crush],111,Rhyhorn,Common,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_and_attack_signature,name_signature=rhyhorn; attack_signature=push down | boulder crush; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.15,0.1,0.12,0.09,0.02,2.45,3.91,2.74,2.22,1,111,,5328,5328
719565,421191,Rhydon [Wrack Down | Charismatic Drill],112,Rhydon,Uncommon,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_and_attack_signature,name_signature=rhydon; attack_signature=wrack down | charismatic drill; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.09,0.21,0.09,0.09,0.04,0.6,0.2,1.21,0.79,1,112,,5328,5328
719566,421192,Chansey [Lucky Bonus | Gentle Slap],113,Chansey,Rare,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_only,name_signature=chansey; attack_signature=lucky bonus | gentle slap; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.63,0.11,0.79,0.41,0.05,1.5,0.99,1.21,1.46,1,113,,5328,5328
719567,421193,Tangela [Tactful Tangling],,,,,AMBIGUOUS,UNKNOWN,UNKNOWN,AMBIGUOUS,LOW,exact_name_and_attack_signature,name_signature=tangela; attack_signature=tactful tangling; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.13,0.05,0.04,0.27,0.04,2.49,5.25,3.06,1.29,2,"114,178",,5328,5328
719568,421194,Kangaskhan ex [Triple Draw | Incessant Punching],,,,,AMBIGUOUS,UNKNOWN,UNKNOWN,AMBIGUOUS,LOW,exact_name_and_attack_signature,name_signature=kangaskhan ex; attack_signature=triple draw | incessant punching; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.28,0.44,0.33,0.3,,0,,,,2,"115,190",,5328,5328
719569,421195,Horsea [Rain Splash | Sharp Fin],116,Horsea,Common,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_and_attack_signature,name_signature=horsea; attack_signature=rain splash | sharp fin; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.12,0.08,0.3,0.14,0.05,1.08,0.69,0.79,1.24,1,116,,5328,5328
719570,421196,Seadra [Blinding Ink],117,Seadra,Uncommon,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_and_attack_signature,name_signature=seadra; attack_signature=blinding ink; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.09,0.2,0.1,0.09,0.03,1.68,0.99,1.92,2.03,1,117,,5328,5328
719571,421197,Goldeen [Triple Strike | Sprinkle Water],118,Goldeen,Common,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_and_attack_signature,name_signature=goldeen; attack_signature=triple strike | sprinkle water; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,0.02,0.05,0.05,0.04,0.06,0.08,2.64,0.97,2.77,1.38,1,118,,5328,5328
